"","Producto","Cant","Unidad","Valor Unitario","Valor Total","IGV","Importe Total","TOTAL","Entrega Emision GRE"
"","JARABE DE GUAYABA TASKY X 1 LITRO","5","BOTELLA","9.66","48.3","8.69","56.99","","9/11/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","9/11/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","10","BOTELLA","14.7","147","26.46","173.46","","9/11/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","2","CAJA","96","192","34.56","226.56","","9/11/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","4","BOTELLA","9.87","39.48","7.11","46.59","","9/10/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","4","BOTELLA","14.7","58.8","10.58","69.38","","9/10/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","2","BOTELLA","9.66","19.32","3.48","22.8","","9/10/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","9/11/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","4","BOTELLA","8.61","34.44","6.2","40.64","","9/11/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","4","BOTELLA","9.66","38.64","6.96","45.6","","9/11/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","4","BOTELLA","14.7","58.8","10.58","69.38","","9/11/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","2","CAJA","96","192","34.56","226.56","","9/11/2024"
"","COMPOTA DE ARANDANOS BALDE X 5 KG","1","BALDE","61.5","61.5","11.07","72.57","S/297.36","9/11/2024"
"","COMPOTA DE FRESA BALDE X 4.8 KG","3","BALDE","46.5","139.5","25.11","164.61","","9/11/2024"
"","FRESA ENTERA CONGELADA X 6 UND X 1 KG","1","CAJA","51","51","9.18","60.18","","9/11/2024"
"","CONCENTRADO DE ARANDANOS BOTELLA X 1 KG","4","BOTELLA","17","68","12.24","80.24","S/189.98","9/11/2024"
"","COMPOTA DE FRESA BALDE X 4.8 KG","2","BALDE","46.5","93","16.74","109.74","","9/11/2024"
"","PULPA DE MARACUYA X 8 UNID X 1 KG","2","CAJA","88","176","31.68","207.68","S/207.68","9/12/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","24","BOTELLA","9.87","236.88","42.64","279.52","S/279.52","9/13/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","22","CAJA","96","2,112.00","380.16","2,492.16","S/2,492.16","9/13/2024"
"","PULPA DE LIMON CONGELADA X 5 KG","290","BOLSA","50","14,500.00","2,610.00","17,110.00","S/17,110.00","9/19/2024"
"","ZUMO DE LIMON CONGELADO X 8 UNID X 1 LITRO ","6.25","CAJA","80","500","90","590","S/590.00","9/19/2024"
"","COMPOTA DE FRESA BALDE X 4.8 KG","2","BALDE","46.5","93","16.74","109.74","S/109.74","9/18/2024"
"","COMPOTA DE FRESA BALDE X 4.8 KG","2","BALDE","46.5","93","16.74","109.74","S/192.81","9/18/2024"
"","PULPA DE FRESA X 8 UNID X 1 KG","1","CAJA","70.4","70.4","12.67","83.07","","9/18/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","3","BOTELLA","8.61","25.83","4.65","30.48","S/1,278.15","9/19/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","3","BOTELLA","9.87","29.61","5.33","34.94","","9/19/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","3","BOTELLA","9.66","28.98","5.22","34.2","","9/19/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","9/18/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","9/18/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","3","BOTELLA","9.87","29.61","5.33","34.94","","9/18/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","6","BOTELLA","9.66","57.96","10.43","68.39","","9/18/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","9/18/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","2","BOTELLA","8.61","17.22","3.1","20.32","","9/19/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","1","BOTELLA","9.87","9.87","1.78","11.65","","9/19/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","3","BOTELLA","9.66","28.98","5.22","34.2","","9/19/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","9/19/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","9/18/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","1","BOTELLA","9.66","9.66","1.74","11.4","","9/18/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","3","BOTELLA","9.87","29.61","5.33","34.94","","9/18/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","9/18/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","9/18/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","6","BOTELLA","9.66","57.96","10.43","68.39","","9/18/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","9/19/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","4","BOTELLA","9.87","39.48","7.11","46.59","","9/19/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","4","BOTELLA","9.66","38.64","6.96","45.6","","9/19/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","1","BOTELLA","8.61","8.61","1.55","10.16","","9/18/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","4","BOTELLA","9.87","39.48","7.11","46.59","","9/18/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","9/18/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","8","BOTELLA","9.87","78.96","14.21","93.17","","9/18/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","9/18/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","4","BOTELLA","14","56","10.08","66.08","S/66.08","9/17/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","12","BOTELLA","16","192","34.56","226.56","S/534.30","9/23/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","2","BOTELLA","12.5","25","4.5","29.5","","9/23/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","12.4","24.8","4.46","29.26","","9/23/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","12","BOTELLA","10.5","126","22.68","148.68","","9/23/2024"
"","JARABE DE GOMA TASKY X 1 LITRO","5","BOTELLA","9.5","47.5","8.55","56.05","","9/23/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","3","BOTELLA","12.5","37.5","6.75","44.25","","9/23/2024"
"","MAQUILA DE JARABE PARA TURRON BALDES  X 5 KG","34","BALDES","10.25","348.5","62.73","411.23","S/411.23","9/19/2024"
"","ZUMO DE LIMON CONGELADO X 8 UNID X 1 LITRO","2","CAJA","88","176","31.68","207.68","S/207.68","9/24/2024"
"","PULPA DE LIMON CONGELADA X 8 UNID X 1 LITRO","75","CAJA","78.96","5,922.00","1,065.96","6,987.96","S/6,999.61","9/24/2024"
"","PULPA DE LIMON CONGELADA X 1 LITRO","1","BOLSA","9.87","9.87","1.78","11.65","","9/24/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","28","CAJA","96","2,688.00","483.84","3,171.84","S/3,171.84","9/23/2024"
"","ZUMO DE LIMON CONGELADO X 8 UNID X 1 LITRO","4","CAJA","96","384","69.12","453.12","S/453.12","9/24/2024"
"","CONCENTRADO DE MANGO BOTELLA X 1 KG","2","BOTELLA","14","28","5.04","33.04","S/671.42","9/26/2024"
"","ZUMO DE LIMON CONGELADO X 8 UNID X 1 LITRO","1","CAJA","80","80","14.4","94.4","","9/26/2024"
"","PULPA DE FRESA X 8 UNID X 1 KG","4","CAJA","70.4","281.6","50.69","332.29","","9/26/2024"
"","PULPA DE MANGO X 8 UNID X 1 KG","1","CAJA","86.4","86.4","15.55","101.95","","9/26/2024"
"","COMPOTA DE FRESA BALDE X 4.8 KG","2","BALDE","46.5","93","16.74","109.74","","9/26/2024"
"","COMPOTA DE FRESA BALDE X 4.8 KG","4","BALDE","46.5","186","33.48","219.48","S/219.48","9/26/2024"
"","RELLENO DE FRESA X 3 UNID X 5 KG","2","CAJA","135","270","48.6","318.6","S/859.51","9/26/2024"
"","PULPA DE MARACUYA X 8 UNID X 1 KG","3","CAJA","92","276","49.68","325.68","","9/26/2024"
"","ZUMO DE LIMON CONGELADO X 8 UNID X 1 LITRO","1","CAJA","96","96","17.28","113.28","","9/26/2024"
"","PULPA DE MANGO X 8 UNID X 1 KG","1","CAJA","86.4","86.4","15.55","101.95","","9/26/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","","BOTELLA","9.87","-","-","-","S/1,372.56","9/26/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","9/26/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","3","BOTELLA","8.61","25.83","4.65","30.48","","9/26/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","3","BOTELLA","8.61","25.83","4.65","30.48","","9/26/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","3","BOTELLA","9.87","29.61","5.33","34.94","","9/26/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","9/26/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","1","BOTELLA","8.61","8.61","1.55","10.16","","9/26/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","9/26/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","9/26/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","3","BOTELLA","9.87","29.61","5.33","34.94","","9/26/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","9/26/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","10","BOTELLA","9.87","98.7","17.77","116.47","","9/26/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","9/26/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","9/26/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","2","BOTELLA","8.61","17.22","3.1","20.32","","9/26/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","5","BOTELLA","9.87","49.35","8.88","58.23","","9/26/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","5","BOTELLA","9.66","48.3","8.69","56.99","","9/26/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","9/26/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","9/26/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","5","BOTELLA","8.61","43.05","7.75","50.8","","9/26/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","9/26/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","12","BOTELLA","9.66","115.92","20.87","136.79","","9/26/2024"
"","ZUMO DE LIMON CONGELADO X 8 UNID X 1 LITRO","5","CAJA","96","480","86.4","566.4","S/1,038.40","9/26/2024"
"","ZUMO DE LIMON CONGELADO F X 8 UNID X 1 LITRO","5","CAJA","80","400","72","472","","9/26/2024"
"","ZUMO DE LIMON CONGELADO X 8 UNID X 1 LITRO","35","BOLSA","11.02","385.59","69.41","455","S/455.00",""
"","PULPA DE MARACUYA X 8 UNID X 1 KG","3","CAJA","112","336","60.48","396.48","S/396.48","9/27/2024"
"","MAQUILA DE JARABE PARA TURRON BALDES  X 5 KG","80","BALDES","10.25","820","147.6","967.6","S/2,019.87",""
"","MAQUILA DE JARABE PARA TURRON BALDES  X 5 KG","87","BALDES","10.25","891.75","160.52","1,052.27","",""
"","CONCENTRADO DE ARANDANOS BOTELLA X 1 KG","1","BOTELLA","17","17","3.06","20.06","S/498.20","10/2/2024"
"","PULPA DE FRESA X 8 UNID X 1 KG","2","CAJA","70.4","140.8","25.34","166.14","","10/2/2024"
"","PULPA DE PIÑA X 8 UNID X 1 KG","1","CAJA","78.4","78.4","14.11","92.51","","10/2/2024"
"","COMPOTA DE FRESA BALDE X 4.8 KG","4","BALDE","46.5","186","33.48","219.48","","10/2/2024"
"","COMPOTA DE FRESA BALDE X 4.8 KG","4","BALDE","46.5","186","33.48","219.48","S/219.48","10/2/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","S/1,605.74","10/1/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","3","BOTELLA","9.87","29.61","5.33","34.94","","10/1/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","2","BOTELLA","9.66","19.32","3.48","22.8","","10/1/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","10/1/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","3","BOTELLA","8.61","25.83","4.65","30.48","","10/2/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","10/2/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","3","BOTELLA","9.66","28.98","5.22","34.2","","10/2/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","3","BOTELLA","9.87","29.61","5.33","34.94","","10/2/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","10/2/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","10/2/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","1","BOTELLA","8.61","8.61","1.55","10.16","","10/3/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","4","BOTELLA","9.87","39.48","7.11","46.59","","10/3/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","3","BOTELLA","9.66","28.98","5.22","34.2","","10/3/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","1","BOTELLA","9.87","9.87","1.78","11.65","","10/3/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","10/2/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","10","BOTELLA","9.87","98.7","17.77","116.47","","10/2/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","10","BOTELLA","9.66","96.6","17.39","113.99","","10/2/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","5","BOTELLA","9.87","49.35","8.88","58.23","","10/2/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","5","BOTELLA","9.87","49.35","8.88","58.23","","10/2/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","1","BOTELLA","9.66","9.66","1.74","11.4","","10/2/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","3","BOTELLA","9.87","29.61","5.33","34.94","","10/2/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","3","BOTELLA","9.66","28.98","5.22","34.2","","10/2/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","3","BOTELLA","9.87","29.61","5.33","34.94","","10/2/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","10/2/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","10/2/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","10/2/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","3","BOTELLA","9.87","29.61","5.33","34.94","","10/2/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","3","BOTELLA","9.66","28.98","5.22","34.2","","10/2/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","2","BOTELLA","9.66","19.32","3.48","22.8","","10/2/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","10/2/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","10/1/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","2","BOTELLA","9.66","19.32","3.48","22.8","","10/1/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","4","BOTELLA","9.87","39.48","7.11","46.59","","10/2/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","24","BOTELLA","9.87","236.88","42.64","279.52","S/972.37","10/3/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","24","BOTELLA","9.66","231.84","41.73","273.57","","10/3/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","36","BOTELLA","9.87","355.32","63.96","419.28","","10/3/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","30","CAJA","96","2,880.00","518.4","3,398.40","S/3,398.40","10/3/2024"
"","ZUMO DE LIMON CONGELADO X 8 UNID X 1 LITRO","2","CAJA","100","200","36","236","S/236.00","10/3/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","4","BOTELLA","16","64","11.52","75.52","S/555.54","10/10/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","4","BOTELLA","12.5","50","9","59","","10/10/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","12","BOTELLA","12.4","148.8","26.78","175.58","","10/10/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","6","BOTELLA","10.5","63","11.34","74.34","","10/10/2024"
"","JARABE DE GOMA TASKY X 1 LITRO","10","BOTELLA","9.5","95","17.1","112.1","","10/10/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","4","BOTELLA","12.5","50","9","59","","10/10/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","S/1,692.23","10/9/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","1","BOTELLA","8.61","8.61","1.55","10.16","","10/9/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","1","BOTELLA","9.87","9.87","1.78","11.65","","10/9/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","4","BOTELLA","9.87","39.48","7.11","46.59","","10/9/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","3","BOTELLA","9.66","28.98","5.22","34.2","","10/9/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","10/9/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","3","BOTELLA","9.87","29.61","5.33","34.94","","10/9/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","3","BOTELLA","8.61","25.83","4.65","30.48","","10/9/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","4","BOTELLA","9.87","39.48","7.11","46.59","","10/9/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","2","BOTELLA","9.66","19.32","3.48","22.8","","10/9/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","10/9/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","5","BOTELLA","9.87","49.35","8.88","58.23","","10/9/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","10/9/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","1","BOTELLA","8.61","8.61","1.55","10.16","","10/9/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","5","BOTELLA","9.87","49.35","8.88","58.23","","10/9/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","2","BOTELLA","9.66","19.32","3.48","22.8","","10/9/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","2","BOTELLA","8.61","17.22","3.1","20.32","","10/9/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","10/9/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","8","BOTELLA","9.87","78.96","14.21","93.17","","10/9/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","5","BOTELLA","9.66","48.3","8.69","56.99","","10/9/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","6","BOTELLA","8.61","51.66","9.3","60.96","","10/9/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","2","BOTELLA","8.61","17.22","3.1","20.32","","10/9/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","3","BOTELLA","9.87","29.61","5.33","34.94","","10/9/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","3","BOTELLA","9.87","29.61","5.33","34.94","","10/9/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","10/9/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","10/9/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","6","BOTELLA","9.66","57.96","10.43","68.39","","10/9/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","2","BOTELLA","8.61","17.22","3.1","20.32","","10/9/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","10/9/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","4","BOTELLA","9.66","38.64","6.96","45.6","","10/9/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","10/9/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","3","BOTELLA","9.66","28.98","5.22","34.2","","10/9/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","4","BOTELLA","9.87","39.48","7.11","46.59","","10/9/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","10","BOTELLA","9.87","98.7","17.77","116.47","","10/9/2024"
"","PULPA CONGELADA DE LIMA X 8 UNID X 1 LITRO","36","CAJA","96","3,456.00","622.08","4,078.08","S/4,078.08","10/10/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","192","BOTELLA","9.66","1,854.72","333.85","2,188.57","S/2,887.37","10/10/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","36","BOTELLA","9.87","355.32","63.96","419.28","","10/10/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","24","BOTELLA","9.87","236.88","42.64","279.52","","10/10/2024"
"","CONCENTRADO DE ARANDANOS BOTELLA X 1 KG","3","BOTELLA","17","51","9.18","60.18","S/262.43","10/9/2024"
"","PULPA DE PIÑA X 8 UNID X 1 KG","1","CAJA","78.4","78.4","14.11","92.51","","10/9/2024"
"","COMPOTA DE FRESA BALDE X 4.8 KG","2","BALDE","46.5","93","16.74","109.74","","10/9/2024"
"","COMPOTA DE FRESA BALDE X 4.8 KG","3","BALDE","46.5","139.5","25.11","164.61","S/164.61","10/9/2024"
"","MIEL PARA TURRON BALDES  X 5 KG","1","BALDE","59","59","10.62","69.62","S/69.62",""
"","MAQUILA DE JARABE PARA TURRON BALDES  X 5 KG","139","BALDES","10.25","1,424.75","256.46","1,681.21","S/1,681.21","10/11/2024"
"","PULPA DE MARACUYA X 8 UNID X 1 KG","4","CAJA","88","352","63.36","415.36","S/953.44","10/14/2024"
"","ZUMO DE LIMON CONGELADO X 8 UNID X 1 LITRO","6","CAJA","76","456","82.08","538.08","","10/14/2024"
"","FRESA ENTERA X 10KG","660","KG","6","3,960.00","-","3,960.00","S/5,248.00","10/14/2024"
"","PULPA DE MARACUYA X 8 UNID X 1 KG","112","KG","11.5","1,288.00","","1,288.00","","10/14/2024"
"","COMPOTA DE FRESA BALDE X 4.8 KG","5","BALDE","46.5","232.5","41.85","274.35","S/274.35","10/16/2024"
"","COMPOTA DE FRESA BALDE X 4.8 KG","2","BALDE","46.5","93","16.74","109.74","S/204.14","10/16/2024"
"","ZUMO DE LIMON CONGELADO X 8 UNID X 1 LITRO","1","CAJA","80","80","14.4","94.4","","10/16/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","1","BOTELLA","14.5","14.5","2.61","17.11","S/54.87","10/16/2024"
"","JARABE DE FRAMBUESA TASKY X 1 LITRO","1","BOTELLA","17.5","17.5","3.15","20.65","","10/16/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","1","BOTELLA","14.5","14.5","2.61","17.11","","10/16/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","S/2,832.35","10/16/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","2","BOTELLA","9.66","19.32","3.48","22.8","","10/16/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","24","BOTELLA","9.87","236.88","42.64","279.52","","10/16/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","6","BOTELLA","8.61","51.66","9.3","60.96","","10/16/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","10/16/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","9","BOTELLA","9.66","86.94","15.65","102.59","","10/16/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","9","BOTELLA","9.87","88.83","15.99","104.82","","10/16/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","10/16/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","3","BOTELLA","8.61","25.83","4.65","30.48","","10/16/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","4","BOTELLA","9.87","39.48","7.11","46.59","","10/16/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","5","BOTELLA","9.66","48.3","8.69","56.99","","10/16/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","4","BOTELLA","9.87","39.48","7.11","46.59","","10/16/2024"
"","JARABE DE BLUE CURACAO TASKY X 1 LITRO","6","BOTELLA","9.87","59.22","10.66","69.88","","10/16/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","4","BOTELLA","8.61","34.44","6.2","40.64","","10/16/2024"
"","JARABE DE MANZANA TASKY X 1 LITRO","12","BOTELLA","9.87","118.44","21.32","139.76","","10/16/2024"
"","JARABE DE GUAYABA TASKY X 1 LITRO","4","BOTELLA","9.66","38.64","6.96","45.6","","10/16/2024"
"","JARABE DE GRANADA TASKY X 1 LITRO","2","BOTELLA","9.87","19.74","3.55","23.29","","10/16/2024"
"","JARABE DE GRANADINA TASKY X 1 LITRO","1","BOTELLA","8.61","8.61","1.55","10.16","","10/16/2024"
